log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country
FW000023361,15/08/2026 02:23,,192.168.36.79,51.197.93.6,135,1433,udp,allow,10236276,6444233,SID215118,False,allow_office_apps,IN
FW000012783,10/08/2026 11:30,WS-10156,188.178.229.,172-16.160.204,8443,443,udp,allow,46160272,37203958,,False,block_tor_exit,
FW000010212,08-17-2026 01:45:50 AM,WS-10252,,10.190.97.0,25,22,tcp,allow,11807105,,SID627430,False,ALLOW_INTERNAL_DNS,RU
FW000003424,1785841132,LPT-10580,192.168.99.248,999.999.999.999,53,-4,tcp,allow,46830120,48304659,SID702593,False,ALLOW_WEB,CN
FW000010718,2026-09-04T19:29:31,VDR-11773,UNKNOWN,192.168.61.239,80,95703,icmp,allow,8784188,20317617,SID669315,False,BLOCK_EXTERNAL_RDP,CN
FW000008200,22/08/2026,WS-11598,184.178.4.211,112.255.137.240,443,8443,tcp,allow,32597553,46359870,SID518746,False,block_tor_exit,
FW000018794,,,100.138.47.102,165.251.246.46,135,3306,tcp,allow,NA,27240273,NA,N,,CN
FW000019597,2026-09-09 07:03:55,,UNKNOWN,81.65.204.23,22,1433,other,deny,13809745,21430138,SID684732,False,DENY_TELNET,US
FW000028338,14-Aug-2026 23:38:48,WS-10591,112.13.49.224,10.140.236,80,-1,tcp,deny,18069964,15335071,SID809881,0,UNKNOWN,IN
FW000005367,2026-08-21T23:08:02,LPT-10789,218.59.240.196,172.16.110.115,3306,53,icmp,allow,12835285,5869598,SID858474,False,block_tor_exit,US
FW000017314,2026-08-03 13:13:07,LPT-10963,192.168.97.18,204.142.108.45,89940,,udp,allow,49709562,2393491,sid946848,no,MONITOR_DB_ACCESS,CN
FW000022978,29-Aug-2026 17:43:34,WS-11895,172.16.40.9,192.168.48.62,8080,445,other,allow,6731704,38417644,SID-413852,False,UNKNOWN,IN
FW000002896,2026/08/18,VDR-10611,192.168.128.174,134.75.11.201,22,25,tcp,allow,41512547,35167598,SID415932,False,ALLOW_INTERNAL_DNS,unknown
FW000024821,2026/09/04,LPT-10067,10.124.196,10.80.209,,22,other,allow,34287041,46343103,SID441098,False,allow_office_apps,
FW000014123,2026-08-03T17:47:44,WS-12788,,,80,3389,other,allow,2323033,42745520,SID840763,Y,DENY_TELNET,RU
FW000001297,08-30-2026 01:07:59 PM,WS-10201,192.168.30.148.0,172.16.227.225,8443,443,icmp,deny,NA,43280901,SID177174,False,BLOCK_EXTERNAL_RDP,US
FW000003643,01/08/2026 14:00,VDR-10914,169.124.70.28,28.230.163.209,25,53,tcp,allow,15538876,48824916,,False,,
FW000026370,2026-08-03 23:56:27,LPT-10076,172.16.138.207,10.154.63,445,1433,other,allow,28449672,8991252,SID970620,no,ALLOW_INTERNAL_DNS,CN
FW000026287,2026-08-17T07:36:10,WS-12390,131.209.22.220,127.47.58.243,-1,NA,icmp,allow,34110177,39760178,SID988538,False,,CN
FW000028048,12/08/2026 17:57,LPT-10741,120.208.69.213,999.999.999.999,3389,25,tcp,deny,22309159,48447877,NA,no,NA,CN
FW000025462,1787033421,VDR-10756,UNKNOWN,172.16.9.,8080,8080,other,allow,22097062,19713543,SID969067,N,NA,US
FW000025446,08-06-2026 08:53:59 AM,VDR-12042,172.16.0.,192.168.180.65,-1,3306,tcp,allow,25908239,6325240,,False,BLOCK_EXTERNAL_RDP,US
FW000002877,,WS-12246,10.151.172,165.46.118.133,8080,135,tcp,allow,14198222,32500343,SID417703,True,MONITOR_DB_ACCESS,RU
FW000029839,04-Sep-2026 19:03:01,VDR-12034,999.999.999.999,192.168.77.38.0,,,other,allow,49481093,33500857,SID-328718,False,DENY_TELNET,IN
FW000008549,25/08/2026 17:07,VDR-11314,172.16.207.141,192.168.73.50,22,443,tcp,deny,2495243,13804980,SID526984,False,ALLOW_WEB,RU
FW000021643,09-05-2026 12:12:49 PM,LPT-11554,12.35.194.124,184-161.205.243,443,135,udp,allow,,40618604,SID707713,False,BLOCK_EXTERNAL_RDP,CN
FW000005452,10-Aug-2026 06:32:26,LPT-10752,192.168.243.46.0,13.247.56.230.0,NA,80,tcp,allow,30188503,12205761,SID548935,False,DENY_TELNET,US
FW000023545,2026/08/25,WS-10105,192.168.221.141,185.148.178.15,3389,3306,other,deny,35296961,36125359,SID775116,False,BLOCK_EXTERNAL_RDP,
FW000010686,2026-09-03T10:27:41,WS-10201,10.204.57,35.113.46.248,25,22,tcp,allow,6381271,30387732,SID614259,False,block_tor_exit,
FW000015450,2026-09-08 05:54:03,WS-12406,172.16.223.,116.212.69.87,53,8443,tcp,allow,33974251,9633914,SID684607,False,,unknown
FW000007867,2026-08-06 02:44:56,VDR-11976,192.168.193.136,192.168.109.94,80,8443,tcp,allow,14654222,22454131,SID399850,False,allow_office_apps,CN
FW000019128,,LPT-10100,10.173.178,10-165.188,80,443,other,allow,,2277436,sid208193,False,block_tor_exit,US
FW000012868,2026-09-06 22:35:52,VDR-12121,999.999.999.999,133.170.164.190,22,-4,other,deny,26176370,29265965,SID579290,True,UNKNOWN,CN
FW000014608,24-Aug-2026 10:09:01,WS-11641,172.16.15.62,10.187.52,3389,135,tcp,allow,NA,48609863,SID709778,False,block_tor_exit,CN
FW000009798,23/08/2026,VDR-10339,192.168.178.167,78.13.67.22,135,135,tcp,deny,27891620,806133,SID109876,False,UNKNOWN,RU
FW000011756,,LPT-11701,20.81.191.229,,8443,25,other,allow,24138219,39054059,SID650885,False,ALLOW_WEB,
FW000013980,2026-08-01 09:19:09,LPT-12582,192.168.247.65,114.151.215.186,53,25,tcp,deny,45948600,32565025,SID111118,N,BLOCK_EXTERNAL_RDP,unknown
FW000021343,2026-09-03T15:54:41,LPT-10120,UNKNOWN,,445,NA,other,deny,30870077,42821559,SID892765,0,MONITOR_DB_ACCESS,CN
FW000009739,1787111747,,10.236.146,10.41.8,8443,80,udp,deny,10391603,NA,SID289370,N,DENY_TELNET,RU
FW000014386,24/08/2026,VDR-10684,196.138.219.127,10.89.230,,90717,other,allow,32880363,15734906,SID342055,no,UNKNOWN,IN
FW000006475,10/08/2026,WS-11336,10.114.114,187.95.205.6,80,8443,tcp,allow,43701103,25420701,SID646883,False,allow_office_apps,unknown
FW000024273,21-Aug-2026 23:23:06,WS-12309,172-16.106.12,999.999.999.999,-1,3389,other,deny,36044261,46446066,NA,False,UNKNOWN,unknown
FW000008812,2026-08-13 15:12:06,LPT-10080,48.97.42.,172.16.97.166,25,,udp,allow,4668506,39848650,SID165522,True,,IN
FW000000493,2026-08-27 07:51:05,VDR-10930,,179.97.220.223,445,,udp,allow,32283063,12944980,SID-233070,False,ALLOW_WEB,IN
FW000011692,08-09-2026 01:00:55 PM,WS-10225,172-16.105.106,90.159.71.59,0,80,other,allow,-36944845,6038568,SID260781,False,DENY_TELNET,IN
FW000027392,2026/09/06,LPT-11615,192.168.224.231,199.6.134.,53,25,tcp,allow,31509708,34464817,SID764176,False,UNKNOWN,CN
FW000001117,2026-09-09T22:58:27,WS-10139,220.115.68.233.0,UNKNOWN,80,76857,tcp,deny,49437278,41258391,sid678498,0,MONITOR_DB_ACCESS,IN
FW000005638,22/08/2026,VDR-10674,164.209.17.113,64.133.174.188,3389,53,tcp,deny,22475568,3581763,SID499610,False,allow_office_apps,CN
FW000005086,2026-08-19T21:49:14,LPT-12102,192.168.35.163,999.999.999.999,25,8443,icmp,allow,39488532,,SID210637,False,,US
FW000001758,08-Sep-2026 19:51:42,LPT-11627,,24.40.130.,80,22,udp,allow,28739500,35358703,,False,MONITOR_DB_ACCESS,unknown
FW000011487,2026-08-21 13:35:21,LPT-12815,10.254.109,192.168.0.74,22,445,tcp,allow,38244005,,SID480863,no,,unknown
FW000026886,2026-09-04 20:54:20,LPT-10366,10.110.211,192.168.100.171,135,3306,udp,allow,24599123,14279808,sid273119,False,ALLOW_INTERNAL_DNS,IN
FW000029134,20/08/2026 17:05,WS-12549,999.999.999.999,172.16.111.227,1433,53,tcp,allow,40464604,2577057,SID-466554,False,ALLOW_WEB,unknown
FW000006354,2026-09-03 09:12:49,WS-12984,192.168.149.243,172-16.49.205,3389,443,tcp,allow,9752499,8032092,SID816955,False,ALLOW_INTERNAL_DNS,unknown
FW000022974,05-Sep-2026 12:32:56,VDR-12369,UNKNOWN,,53,443,tcp,allow,26025134,,SID519020,no,block_tor_exit,RU
FW000029174,2026-08-15 11:15:44,WS-12717,172.16.1.177,187.239.106.192,8443,80,tcp,allow,39210680,22090774,SID564380,False,UNKNOWN,RU
FW000014643,,WS-10242,10.100.148,172.16.12.126,NA,8080,udp,allow,36423414,7221204,SID-806234,False,allow_office_apps,IN
FW000023942,,WS-11137,10.8.153,172.16.76.,-1,,icmp,allow,9089887,29913177,SID440133,False,ALLOW_INTERNAL_DNS,unknown
FW000003699,13-Aug-2026 21:22:14,WS-11899,44.118.100.155,999.999.999.999,25,22,tcp,deny,22500994,11035480,SID159777,False,ALLOW_INTERNAL_DNS,IN
FW000021626,08-20-2026 09:12:53 AM,WS-11434,172.16.219.160,26.41.180.117,8080,25,tcp,allow,,40080272,SID-593702,False,allow_office_apps,CN
FW000003645,2026-09-02T07:37:17,LPT-10289,192.168.224.140,96.173.173.206,8080,22,tcp,allow,25028561,34064158,SID-171535,0,BLOCK_EXTERNAL_RDP,US
FW000019168,,WS-10865,125.242.27.42,80.23.236.204,3306,8080,tcp,allow,11377049,9007693,NA,N,UNKNOWN,US
FW000014351,2026-08-31 03:14:00,,52.118.105.99,184.171.101.170,53,3306,tcp,allow,-38250918,,SID330832,False,block_tor_exit,CN
FW000012002,2026-08-28T03:06:04,VDR-11493,192.168.111.240,UNKNOWN,,8080,tcp,allow,39008440,15518924,SID313465,no,allow_office_apps,unknown
FW000026272,,VDR-10152,172.16.153.67,,443,445,udp,allow,8158419,18532438,SID860116,False,ALLOW_WEB,
FW000011186,,LPT-12783,192.168.254.163,999.999.999.999,443,8443,tcp,allow,19226948,30326698,,False,DENY_TELNET,IN
FW000001697,11/08/2026 05:23,LPT-10479,172.16.82.248,172.16.49.170,80,53,udp,allow,9064843,45581598,SID748273,False,,RU
FW000022070,04-Aug-2026 19:57:55,WS-12317,73-20.201.208,20.248.80.178,53,NA,tcp,deny,31971082,13925089,SID541668,True,DENY_TELNET,unknown
FW000002296,2026-09-03 01:20:59,LPT-11028,,99.212.203.149,80,80,icmp,deny,38736085,1759085,SID452043,0,allow_office_apps,unknown
FW000014795,,VDR-10019,213.233.20.40,192-168.133.146,25,443,tcp,allow,7585446,2378250,,True,,RU
FW000014697,2026-08-22 07:29:26,WS-10202,999.999.999.999,192.168.147.184,25,25,other,allow,14676227,147572,,N,ALLOW_WEB,
FW000005940,29-Aug-2026 03:02:46,VDR-12706,172.16.178.,10.220.174,445,22,tcp,allow,38523041,14722007,SID325443,no,ALLOW_INTERNAL_DNS,US
FW000024148,1785697280,VDR-10640,151.164.81.26.0,172.16.8.114,1433,1433,tcp,allow,12789785,43900665,SID466239,False,,IN
FW000029039,08-21-2026 10:25:40 PM,VDR-10018,58.109.57.200,999.999.999.999,,25,udp,deny,49775902,45906657,,False,,unknown
FW000009969,2026-08-18T17:57:23,VDR-12579,192.168.106.215,67.83.191.81,3389,445,tcp,deny,6368324,22119649,SID240778,False,,IN
FW000011034,1786194398,VDR-10555,192.168.54.132,10.126.24,443,-2,udp,allow,47043709,28702587,SID979641,False,ALLOW_INTERNAL_DNS,unknown
FW000003314,,,212.92.29.155,127.13.17.252,22,8080,other,allow,16903045,41338673,SID817804,False,ALLOW_WEB,
FW000021166,04-Aug-2026 16:15:32,WS-11110,,49.27.178.164,445,0,tcp,allow,16219061,40757294,SID837496,False,NA,CN
FW000014825,2026-08-29T09:07:11,LPT-12007,10.208.107,137.7.255.127,22,0,tcp,allow,38509028,18276070,SID805129,True,ALLOW_INTERNAL_DNS,US
FW000024735,2026/08/29,WS-11186,172.16.242.209,172-16.199.178,80,3306,icmp,allow,18794323,47867176,SID572673,False,,IN
FW000029173,2026-09-06 19:39:08,WS-11397,192.168.248.29,38.165.88.61,70779,8080,icmp,allow,20201631,,SID267081,N,allow_office_apps,IN
FW000009785,1787738994,LPT-12408,192.168.5.,205.120.126.61,445,53,other,allow,,27518836,SID958951,False,block_tor_exit,IN
FW000009916,11/08/2026,VDR-11629,112.41.239.131,219.83.123.,8443,445,tcp,allow,34149405,31666995,NA,False,ALLOW_WEB,unknown
FW000023990,1788727968,LPT-10221,192.168.92.112,10.167.115,80,8080,icmp,allow,38273361,20677918,SID980294,False,,RU
FW000000216,27-Aug-2026 19:09:30,VDR-12789,UNKNOWN,,22,443,udp,allow,29286727,8898748,SID564608,False,BLOCK_EXTERNAL_RDP,
FW000023092,08-16-2026 12:00:28 PM,VDR-10801,192.168.243.113,164.242.227.28,25,NA,other,allow,21531217,33127320,SID232348,False,,US
FW000001073,2026-08-01 00:19:22,VDR-11652,101.224.203.41.0,87.42.42.10,443,22,tcp,deny,-26207016,,,False,UNKNOWN,US
FW000008683,,VDR-12513,192.168.157.,165-193.173.209,135,53,other,allow,38209522,10980884,SID629883,False,allow_office_apps,IN
FW000029270,2026-08-25T06:23:13,WS-10800,999.999.999.999,209.206.34.,8080,80,other,allow,25265137,19529676,SID521958,False,allow_office_apps,RU
FW000019868,07/09/2026 20:51,VDR-12892,15.247.193.6,192.168.57.203,22,135,tcp,allow,33354713,42918978,SID752280,False,DENY_TELNET,unknown
FW000007007,02/09/2026 08:54,LPT-12575,10-152.50,10.96.229,135,3389,icmp,allow,1938047,39463114,SID934976,True,MONITOR_DB_ACCESS,US
FW000021487,2026-08-26 02:23:18,VDR-11407,999.999.999.999,,3306,NA,udp,allow,NA,32181371,SID381936,False,NA,
FW000013380,28/08/2026,VDR-12598,182.47.252.48,172.16.4.167,22,8080,tcp,allow,43841047,30664499,SID478886,False,allow_office_apps,CN
FW000022984,1788179155,WS-11706,76.50.52.113,999.999.999.999,25,88594,tcp,deny,44702337,49597798,SID269329,no,MONITOR_DB_ACCESS,
FW000020149,1788735943,LPT-12520,168-33.24.219,999.999.999.999,8443,25,udp,allow,12612697,33637184,SID547249,False,ALLOW_INTERNAL_DNS,IN
FW000008653,09/09/2026 07:13,WS-12287,192.168.151.30,10.115.109,8443,,tcp,allow,27943137,19466611,SID786853,N,,RU
FW000022795,1786370928,VDR-10532,10.246.90,128.206.111.205,80,,other,allow,43448213,45622604,SID283456,N,block_tor_exit,
FW000028861,2026/09/05,WS-12162,133.244.182.179,186.250.94.111,445,3389,tcp,allow,35316039,17356032,SID391072,False,ALLOW_INTERNAL_DNS,RU
FW000013706,2026/08/07,LPT-11762,,10.61.6,443,445,other,allow,20828985,16098169,SID392799,True,ALLOW_WEB,
FW000015385,2026/09/04,VDR-11947,160.39.146.,151.224.43.213.0,135,22,tcp,deny,23335321,17376844,NA,False,NA,unknown
FW000000026,2026-08-09 08:18:40,LPT-10855,999.999.999.999,172.16.186.63,443,80,other,allow,49366958,43150295,SID969551,N,ALLOW_WEB,US
FW000029703,2026-08-08T17:33:48,VDR-10387,215.191.28.171,172.16.78.48,NA,,tcp,allow,18371522,28386617,SID836274,False,block_tor_exit,IN
FW000010602,29/08/2026 05:23,,UNKNOWN,10.188.13,81439,8080,tcp,deny,3919825,42187424,SID461467,False,allow_office_apps,IN
FW000007660,08-12-2026 01:46:57 PM,VDR-11877,172.16.244.89,49.88.202.,8443,3389,other,allow,1858712,,SID408514,False,BLOCK_EXTERNAL_RDP,US
FW000013402,,LPT-12762,192-168.92.97,93.202.169.,98307,-5,tcp,allow,24438365,8320290,SID114240,N,ALLOW_WEB,US
FW000005691,1785942824,VDR-12560,10.2.62.,192.168.192.188,135,1433,tcp,deny,17117978,8331537,sid598584,True,allow_office_apps,
FW000009745,08-22-2026 12:48:29 PM,LPT-10909,10.139.219,192-168.187.127,8443,,tcp,allow,10034846,6547829,SID506869,N,UNKNOWN,IN
FW000029384,1787986867,VDR-10473,98.126.125.,10.210.136,1433,3389,udp,allow,1436549,NA,,no,MONITOR_DB_ACCESS,IN
FW000028439,08-11-2026 12:05:41 PM,VDR-10864,139.221.240.70,10.153.184,NA,3389,other,deny,34367651,46494632,SID913488,False,NA,RU
FW000023068,2026-08-20T21:41:18,VDR-12655,10.138.86,172-16.53.126,135,3306,tcp,allow,33179003,NA,SID733978,N,block_tor_exit,CN
FW000012722,26-Aug-2026 11:17:16,VDR-11812,207.25.168.170.0,172.16.91.5,3306,22,tcp,deny,8228292,44939702,SID146703,N,ALLOW_INTERNAL_DNS,RU
FW000009172,09-05-2026 03:02:41 AM,VDR-12821,114.227.119.,172.16.188.31,445,95603,tcp,allow,42419315,34357046,SID518654,False,ALLOW_WEB,unknown
FW000010848,2026/09/08,VDR-12905,10.142.158,176-114.0.5,8443,,tcp,allow,276197,21466751,sid522923,False,ALLOW_INTERNAL_DNS,US
FW000011909,,LPT-10028,10.211.193,192.168.248.113,,25,tcp,allow,,24808789,SID341717,False,block_tor_exit,IN
FW000000631,08/08/2026 08:52,WS-11795,192.168.58.127,10-51.183,,1433,tcp,allow,28747833,49165817,SID112299,False,BLOCK_EXTERNAL_RDP,CN
FW000024969,,VDR-10079,10-57.140,119.145.196.201,-5,22,tcp,allow,5031208,32339550,SID667099,False,NA,IN
FW000021608,07/08/2026 09:33,WS-10433,10.55.29,172.16.238.163,95394,8080,tcp,allow,36244582,NA,SID674599,False,ALLOW_WEB,US
FW000028527,29/08/2026 16:24,WS-11776,166-185.9.129,39.110.174.173,8443,,tcp,allow,37937479,44040192,SID685852,False,MONITOR_DB_ACCESS,CN
FW000008708,14/08/2026 10:20,VDR-12936,172.16.236.153.0,43.208.218.218,1433,135,other,allow,,29357263,SID503017,False,allow_office_apps,
FW000026828,21/08/2026 13:47,WS-11671,127.152.65.57,172.16.216.52,443,443,udp,allow,37469161,16098681,SID389573,False,DENY_TELNET,IN
FW000026848,2026-08-30 03:44:17,LPT-10331,192.168.2.193,72.166.231.147,445,3389,udp,allow,26905564,29208868,SID608046,N,ALLOW_WEB,RU
FW000006615,,VDR-10689,UNKNOWN,219.122.177.174,,,tcp,allow,29701479,3339532,SID386519,False,BLOCK_EXTERNAL_RDP,CN
FW000005244,2026-08-16 12:04:53,WS-11562,168.242.238.32,10.229.1,53,8443,other,allow,,16839238,,False,NA,CN
FW000001103,01-Sep-2026 09:45:00,WS-11868,10.240.225,,3306,53,icmp,allow,27024218,NA,,False,block_tor_exit,US
FW000019661,2026-08-29T14:13:06,LPT-11246,UNKNOWN,192.168.38.19,80,,udp,allow,40373011,24203436,SID652821,N,,US
FW000021730,12/08/2026 21:21,,172.16.63.11,10.236.91,8443,3306,tcp,allow,6881208,37038161,SID809319,False,ALLOW_WEB,US
FW000002205,2026/08/14,LPT-11371,192.168.30.167,172.16.202.158,53,25,tcp,deny,17200692,19235719,SID760527,False,ALLOW_INTERNAL_DNS,RU
FW000025274,17-Aug-2026 03:51:12,VDR-11155,115.91.189.54,116.43.155.143,53,,udp,deny,20370688,8921811,SID314347,N,BLOCK_EXTERNAL_RDP,
FW000024771,,WS-11737,192.168.37.,67.248.43.65,-3,8080,other,allow,3510777,34015871,NA,N,MONITOR_DB_ACCESS,IN
FW000012904,2026-08-12T14:14:26,LPT-12467,192.168.72.198,172.16.119.222,,8080,icmp,deny,33385343,NA,SID753244,False,block_tor_exit,RU
FW000025220,2026-08-06 00:55:15,,199.70.127.152,192.168.10.243,8443,1433,icmp,allow,,6116954,SID-465499,False,,unknown
FW000011478,29/08/2026 06:06,LPT-12205,UNKNOWN,172.16.230.,NA,80,tcp,allow,34231306,2062185,,False,UNKNOWN,IN
FW000011309,01/09/2026 19:26,WS-10953,154.214.176.1,162.52.97.153,443,53,udp,allow,7896091,20700614,SID909067,False,UNKNOWN,unknown
FW000013768,08-29-2026 03:09:24 AM,,172.16.243.225,209.95.36.235,445,8080,other,allow,9806034,-8482862,SID282873,no,UNKNOWN,US
FW000015065,08-15-2026 06:35:12 PM,LPT-12626,131.162.22.,10.127.186,22,,udp,allow,28159413,7066842,SID867799,False,,
FW000012513,,VDR-11527,10.133.161,UNKNOWN,0,70413,udp,allow,35077134,1476392,SID302991,N,block_tor_exit,IN
FW000026097,1787126780,WS-11808,999.999.999.999,10.153.2,3389,445,tcp,deny,,23904324,SID328135,N,UNKNOWN,CN
FW000028217,1786426732,VDR-11754,10.68.12,10.155.26,8443,NA,icmp,deny,NA,40713134,SID784742,False,ALLOW_INTERNAL_DNS,unknown
FW000018592,08-19-2026 06:31:24 AM,WS-12309,192-168.184.6,112.23.77.230,-2,-1,tcp,allow,18860903,14833,SID939088,no,DENY_TELNET,RU
FW000020937,1787434840,WS-11516,999.999.999.999,,8080,25,udp,allow,6295628,26329743,SID269847,N,MONITOR_DB_ACCESS,US
FW000020787,2026-08-13T06:02:16,WS-11814,10.85.65,192.168.82.209,8443,3389,icmp,allow,NA,14782827,sid810221,no,,IN
FW000023780,2026-09-01 08:28:06,VDR-11787,172.16.179.57,107.70.124.153,135,135,tcp,allow,23803351,12165345,SID507351,0,ALLOW_WEB,US
FW000020103,20/08/2026 07:45,VDR-11386,10.228.163,UNKNOWN,-1,8443,other,allow,44235832,,SID724101,False,NA,
FW000017357,2026-08-16 10:43:31,VDR-11396,74.130.100.95,999.999.999.999,445,0,other,allow,18858765,15307059,SID250630,False,ALLOW_WEB,RU
FW000020964,23-Aug-2026 00:47:30,VDR-10900,192.168.44.106,192.168.185.136,135,80,tcp,allow,48239055,12184453,SID-696100,no,block_tor_exit,unknown
FW000022901,2026-08-29 21:25:34,VDR-10703,86-39.42.213,10-195.75,3389,-4,other,deny,-7746417,32542371,SID801795,False,UNKNOWN,RU
FW000014891,02/09/2026 17:47,WS-12808,187-252.208.114,172.16.101.249,80,445,tcp,allow,NA,5434635,SID432424,False,block_tor_exit,US
FW000000720,08-31-2026 07:08:22 AM,LPT-11554,172.16.32.84,86.233.185.117,8080,22,other,deny,11175769,NA,SID644791,False,ALLOW_WEB,US
FW000013840,2026-09-02 04:13:18,VDR-11652,UNKNOWN,192.168.158.,25,443,tcp,deny,49162847,-39554962,SID-706827,False,NA,IN
FW000006156,2026-08-14 00:45:58,WS-12556,10.215.120,217.58.40.237,-2,3389,other,deny,2348097,18252438,SID483694,False,block_tor_exit,US
FW000020094,2026-08-09 14:30:54,,10.49.239.0,113.68.10.228,8080,NA,other,deny,,NA,SID-875989,False,ALLOW_INTERNAL_DNS,RU
FW000019188,2026-08-04 13:53:37,LPT-11149,UNKNOWN,17.180.52.133,22,92231,tcp,allow,NA,46020770,SID306144,True,MONITOR_DB_ACCESS,US
FW000018951,1785912967,LPT-12049,UNKNOWN,192.168.56.230.0,,1433,tcp,allow,-2805537,NA,SID271830,False,UNKNOWN,
FW000004026,,LPT-10931,10.33.175,10.22.250,3389,NA,tcp,allow,32758497,44364549,SID789442,False,ALLOW_WEB,RU
FW000022583,2026-08-14 13:41:06,WS-11915,10.71.250,192.168.214.57,22,80,tcp,allow,37513371,30230446,SID255589,False,block_tor_exit,unknown
FW000008225,2026-09-08T16:04:38,VDR-11445,999.999.999.999,UNKNOWN,1433,NA,tcp,allow,40275804,45723071,SID636991,N,,unknown
FW000017909,,LPT-12943,999.999.999.999,169.3.14.242,53,3389,udp,allow,28064229,11091114,SID285101,False,,IN
FW000020448,1787947578,LPT-11732,UNKNOWN,151.235.11.11.0,3306,80,udp,deny,26651738,-49198006,SID731848,no,ALLOW_WEB,unknown
FW000015494,22-Aug-2026 23:18:29,LPT-12135,24.223.73.88,,NA,25,tcp,allow,43652405,22763487,SID765360,False,,unknown
FW000019177,,LPT-12505,,172.16.65.165.0,-5,53,tcp,deny,NA,5297474,SID670161,False,block_tor_exit,
FW000016094,28/08/2026 17:36,WS-11497,10.225.124,160.196.23.176,53,445,tcp,allow,24616960,NA,SID650988,True,UNKNOWN,CN
FW000018607,12-Aug-2026 00:15:44,WS-11686,10.48.80.,88.19.187.192,22,80,icmp,allow,4684977,38153359,SID833649,False,DENY_TELNET,US
FW000005819,23/08/2026 02:52,VDR-11420,10.15.172,,135,53,udp,deny,47310328,28274107,SID499246,False,ALLOW_WEB,US
FW000011957,1788993189,LPT-11382,95-4.139.113,172.16.139.86,53,8080,other,allow,45563005,9477393,SID239363,False,DENY_TELNET,CN
FW000003867,2026/08/30,VDR-12241,10.136.48.0,10.164.43,22,22,udp,allow,10372935,-13563125,SID208892,False,ALLOW_INTERNAL_DNS,
FW000026047,2026/08/29,VDR-11251,11.230.90.20,192.168.87.161,53,75689,other,deny,21098276,13561098,SID-343435,False,MONITOR_DB_ACCESS,CN
FW000002746,1788230641,VDR-10673,10.230.88,86.25.91.,25,8080,tcp,allow,19871175,36449458,SID562969,False,UNKNOWN,
FW000011868,07-Aug-2026 13:33:07,,172.16.93.44.0,172.16.242.213,,80,tcp,allow,33435809,27125852,SID-840108,N,ALLOW_WEB,US
FW000010344,,VDR-10677,98-190.122.143,192.168.120.,25,NA,tcp,allow,10726769,40005094,,False,ALLOW_WEB,RU
FW000027537,2026-08-29 01:54:36,WS-12350,192.168.33.,192.168.115.,NA,3389,tcp,allow,19706000,,SID793568,False,MONITOR_DB_ACCESS,IN
FW000011951,2026-08-14 04:49:45,WS-12571,10.41.88,156.107.244.100,80,445,tcp,allow,37549506,NA,SID715673,yes,ALLOW_WEB,RU
FW000027651,10/08/2026,WS-12546,10.226.107,80.106.80.216,,8443,tcp,deny,12644439,22065955,SID-580424,False,BLOCK_EXTERNAL_RDP,RU
FW000019612,12-Aug-2026 07:28:57,WS-11473,172.16.173.231,UNKNOWN,25,8080,other,allow,1992294,21001863,SID184859,no,BLOCK_EXTERNAL_RDP,unknown
FW000004215,28-Aug-2026 00:23:12,WS-11211,11.148.83.24.0,172.16.248.207.0,8080,8080,other,deny,15869429,5143182,SID589593,False,ALLOW_WEB,CN
FW000020308,01/09/2026,WS-11952,UNKNOWN,65-5.244.206,,1433,tcp,allow,11749812,27951055,sid766229,0,NA,US
FW000012097,02-Sep-2026 11:09:20,LPT-10956,192.168.28.137,999.999.999.999,,22,tcp,allow,43889097,432036,SID411493,False,UNKNOWN,IN
FW000015194,30-Aug-2026 23:29:45,VDR-11388,88.65.22.250,172.16.136.8,80,22,tcp,deny,12768609,6480728,SID974498,False,allow_office_apps,US
FW000019644,1787632368,WS-12788,192.168.213.182.0,198.48.233.67,3389,8443,tcp,deny,29605414,19671884,SID662310,N,NA,US
FW000001402,2026-08-09 07:15:24,WS-12895,172.16.180.181,143.239.237.235,8443,25,udp,allow,31551651,40934469,,True,block_tor_exit,US
FW000025316,08-07-2026 02:10:19 PM,VDR-12152,136.146.62.135,192.168.121.34.0,0,445,tcp,allow,,49516129,SID188919,False,block_tor_exit,US
FW000012829,2026-09-04T20:38:18,VDR-10457,192.168.210.32,172.16.144.183,-1,3306,tcp,deny,24465037,20279459,SID340738,Y,NA,IN
FW000024088,09-09-2026 03:51:27 PM,WS-10145,172-16.107.184,20.157.252.23,1433,443,other,deny,12457428,31603034,,no,allow_office_apps,US
FW000021364,09-08-2026 11:16:13 AM,VDR-10780,93.23.215.,UNKNOWN,445,8443,tcp,allow,33135253,19186362,,False,BLOCK_EXTERNAL_RDP,IN
FW000003254,,LPT-12951,172.16.35.48,10.156.247,80,3306,icmp,allow,18077694,33347930,sid361800,False,MONITOR_DB_ACCESS,RU
FW000028457,08-08-2026 05:51:10 PM,WS-10175,72-50.127.106,172.16.101.157,25,135,other,allow,45822767,36738342,SID598833,False,BLOCK_EXTERNAL_RDP,unknown
FW000019046,2026-08-06 05:55:48,WS-12839,10.35.167,29.119.116.39,445,,udp,allow,28654469,31555805,SID983823,False,UNKNOWN,
